timestamp,open,high,low,close,volume
2019-08-09,138.6100,139.3800,136.4600,137.7100,23466700
2019-08-08,136.6000,138.9900,135.9300,138.8900,27496500
2019-08-07,133.7900,135.6500,131.8280,135.2800,33414500
2019-08-06,133.8000,135.6800,133.2100,134.6900,32696700
2019-08-05,133.3000,133.9300,130.7800,132.2100,42749600
2019-08-02,138.0900,138.3200,135.2600,136.9000,30791600
2019-08-01,137.0000,140.9400,136.9300,138.0600,40557500
2019-07-31,140.3300,140.4900,135.0800,136.2700,38598800
2019-07-30,140.1400,141.2200,139.8000,140.3500,16846500
2019-07-29,141.5000,141.5100,139.3700,141.0300,16605900
2019-07-26,140.3700,141.6800,140.3000,141.3400,19037600
2019-07-25,140.4300,140.6100,139.3200,140.1900,18356900
2019-07-24,138.8968,140.7400,138.8500,140.7200,20738300
2019-07-23,139.7600,139.9900,138.0300,139.2900,18034600
2019-07-22,137.4100,139.1900,137.3300,138.4300,25074900
2019-07-19,140.2200,140.6700,136.4500,136.6200,48992400
2019-07-18,135.5500,136.6200,134.6700,136.4200,30381800
2019-07-17,137.7000,137.9300,136.2200,136.2700,20211000
2019-07-16,138.9600,139.0500,136.5200,137.0800,22726100
2019-07-15,139.4400,139.5400,138.4600,138.9000,16651500
2019-07-12,138.8500,139.1300,138.0100,138.9000,18936800
2019-07-11,138.2000,139.2200,137.8700,138.4000,22327900
2019-07-10,137.1300,138.5800,137.0200,137.8500,24204400
2019-07-09,136.0000,136.9700,135.8000,136.4600,19953100
2019-07-08,136.4000,137.1000,135.3700,136.9600,16779700
2019-07-05,135.9400,137.3300,135.7200,137.0600,18141100
2019-07-03,136.8000,137.7400,136.2950,137.4600,13629300
2019-07-02,136.1200,136.5900,135.3291,136.5800,15237800
2019-07-01,136.6300,136.7000,134.9700,135.6800,22613500
2019-06-28,134.5700,134.6000,133.1560,133.9600,30043000
2019-06-27,134.1400,134.7100,133.5100,134.1500,16557500
2019-06-26,134.3500,135.7327,133.6000,133.9300,23657700
2019-06-25,137.2500,137.5900,132.7300,133.4300,33327400
2019-06-24,137.0000,138.4000,137.0000,137.7800,20628800
2019-06-21,136.5800,137.7300,136.4600,136.9700,36727900
2019-06-20,137.4500,137.6600,135.7200,136.9500,33042600
